name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cincinnati,3/23/24,46.1,30.6,39.6,41.7,23.7,32.6,27.8,64,0,0,0,,0,0,30.4,19.6,6,1020.2,52.9,9.1,81.9,7,6,10,2024-03-23T07:35:47,2024-03-23T19:53:39,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/24/24,53.8,25.9,39.7,53.8,21.5,36.8,21,52.1,0,0,0,,0,0,23.2,11.5,82,1022.4,17.1,9.6,63.4,5.6,5,10,2024-03-24T07:34:12,2024-03-24T19:54:38,0.48,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/25/24,71.4,38.8,55.9,71.4,35.3,55.3,27.8,36.5,0,0,0,,0,0,35.6,19.6,162.7,1014.9,20.1,9.9,47,4,2,10,2024-03-25T07:32:37,2024-03-25T19:55:37,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/26/24,63.7,49.7,57.2,63.7,45.5,56.9,46,69.8,0.309,100,25,rain,0,0,40.7,20.6,175.9,1007,84.1,9.2,16.9,1.5,1,10,2024-03-26T07:31:02,2024-03-26T19:56:35,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/27/24,51.5,35.9,44.6,51.5,35.9,41.6,34.1,67.1,0.001,100,4.17,rain,0,0,20.8,12.3,289.1,1017.3,66,9.9,33.3,2.7,1,10,2024-03-27T07:29:27,2024-03-27T19:57:34,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/28/24,57.3,28.3,42.2,57.3,27.5,41.6,28.7,63.7,0,0,0,,0,0,21.9,13,251.8,1021.8,20.6,8.1,88.2,7.7,6,10,2024-03-28T07:27:53,2024-03-28T19:58:33,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/29/24,70.8,36.9,54.6,70.8,32.5,53.7,35,50.7,0,0,0,,0,0,27.3,12.1,266.6,1017.3,45.3,9.9,74.3,6.4,5,10,2024-03-29T07:26:18,2024-03-29T19:59:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/30/24,77.4,42.3,60.9,77.4,42.3,60.8,43,54.2,0,0,0,,0,0,33.8,19.9,243.5,1010.6,45.7,9.8,40,3.4,2,10,2024-03-30T07:24:44,2024-03-30T20:00:30,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,3/31/24,66.3,50.4,58.1,66.3,50.4,58.1,52.2,81.5,0.255,100,33.33,rain,0,0,10.3,10.5,10,1012.3,85.9,7,46.5,3.9,3,10,2024-03-31T07:23:10,2024-03-31T20:01:28,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/1/24,74.6,56.8,64.5,74.6,56.8,64.5,58,79.8,0.08,100,8.33,rain,0,0,19.5,8.4,203.6,1008.6,71.7,8.9,154.5,13.4,9,30,2024-04-01T07:21:36,2024-04-01T20:02:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/2/24,72.9,57.6,63.7,72.9,57.6,63.7,59.3,86,1.866,100,54.17,rain,0,0,35,19.6,220.7,999.7,80.3,8,100.3,8.6,10,30,2024-04-02T07:20:03,2024-04-02T20:03:25,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/3/24,55.3,40.4,45.4,55.3,31.9,39.4,36.5,71.3,0.057,100,33.33,rain,0,0,35.2,23.4,245,997.2,90.4,9.7,47.4,3.9,2,10,2024-04-03T07:18:29,2024-04-03T20:04:23,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/4/24,45.6,37.4,40.6,39.2,28.1,33.3,35.8,83,0.295,100,58.33,rain,0,0,32.3,18.4,255.8,1002.5,99,8.6,24.8,2.2,1,10,2024-04-04T07:16:57,2024-04-04T20:05:22,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/5/24,47.6,37.4,42.8,44,32.6,38.4,35.5,76.1,0.038,100,16.67,rain,0,0,22.9,12.9,305.1,1016.2,91,9.3,29.8,2.7,2,10,2024-04-05T07:15:24,2024-04-05T20:06:20,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/6/24,57.4,30.7,44.2,57.4,30.7,44.2,32.3,67.7,0,0,0,,0,0,21.9,12.2,23.4,1022.2,27.3,8.6,58.1,5.1,4,10,2024-04-06T07:13:52,2024-04-06T20:07:18,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/7/24,64.8,32.3,50.5,64.8,31,50.4,34.5,60.3,0,0,0,,0,0,23.5,14.8,131.2,1018.8,32.9,8.8,61.5,5.4,4,10,2024-04-07T07:12:20,2024-04-07T20:08:17,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/8/24,76.3,50.8,63.9,76.3,50.8,63.9,49.7,61.3,0,0,0,,0,0,19.7,10.9,202.8,1015.1,49.4,9.9,65.5,5.6,4,10,2024-04-08T07:10:49,2024-04-08T20:09:15,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/9/24,65.3,53.7,59.9,65.3,53.7,59.9,56,87.1,0.186,100,8.33,rain,0,0,24.3,15.5,201.5,1015.7,81.1,8.3,9.8,0.8,1,10,2024-04-09T07:09:18,2024-04-09T20:10:13,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/10/24,64.4,55.8,59.7,64.4,55.8,59.7,58.1,94.3,0.693,100,66.67,rain,0,0,12.8,5.7,131,1012.5,100,5.8,6.4,0.6,0,10,2024-04-10T07:07:48,2024-04-10T20:11:12,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/11/24,66.3,53.4,60.5,66.3,53.4,60.5,57.7,90.7,2.192,100,75,rain,0,0,34.1,22,265.9,998.4,98.5,5.5,20,1.8,1,10,2024-04-11T07:06:19,2024-04-11T20:12:10,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/12/24,54.3,48.3,51.3,54.3,42.4,49.8,45,79.5,0.296,100,37.5,rain,0,0,34.3,18.1,257.2,1006.9,95.3,8.7,14.3,1.2,1,10,2024-04-12T07:04:50,2024-04-12T20:13:09,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/13/24,68.6,44.8,55.7,68.6,41.4,54.5,40,58.9,0,0,0,,0,0,23.9,15.3,269.8,1018.8,10.2,9.9,77.5,6.5,5,10,2024-04-13T07:03:21,2024-04-13T20:14:07,0.16,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/14/24,81.8,47.5,64.9,80.7,47.5,64.7,47.4,57.4,0,0,0,,0,0,34.8,21.6,231.2,1011.9,4.8,9.8,63.6,5.6,3,15,2024-04-14T07:01:53,2024-04-14T20:15:06,0.19,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/15/24,83.7,52.5,69.4,83.7,52.5,69.4,55.5,63.6,0,0,0,,0,0,18.3,9.9,294,1012.2,9.4,9.7,66.2,5.8,4,30,2024-04-15T07:00:26,2024-04-15T20:16:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/16/24,83.6,57.3,70,83.7,57.3,70.1,55.5,62,0,0,0,,0,0,23,12.7,169.4,1015.3,32.2,9.9,177.1,15.3,8,30,2024-04-16T06:59:00,2024-04-16T20:17:03,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/17/24,80.6,62.7,71.5,81,62.7,71.5,57.5,63.7,0.284,100,25,rain,0,0,40,26.4,212.4,1010.4,58.7,9.2,51.2,4.4,3,30,2024-04-17T06:57:34,2024-04-17T20:18:01,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/18/24,78.5,49.4,64.9,78.5,48.5,64.9,48.6,58.6,0,0,0,,0,0,13.9,8.1,221.9,1016.3,7.5,9.9,86,7.4,4,10,2024-04-18T06:56:09,2024-04-18T20:19:00,0.33,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/19/24,66.9,54.7,60.4,66.9,54.7,60.4,48.6,67.3,0.166,100,16.67,rain,0,0,29.6,17.1,296.5,1016.1,68.4,9.7,163.7,13.9,8,10,2024-04-19T06:54:45,2024-04-19T20:19:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F7513,KI69,KLUK,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/20/24,57.3,46.6,52.5,57.3,41.1,51.5,30.9,44.2,0,0,0,,0,0,29.8,15.2,296.3,1021.7,25.2,9.9,236.1,20.6,8,10,2024-04-20T06:53:21,2024-04-20T20:20:57,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7513,KI69,KLUK,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/21/24,52.6,38.6,45.2,52.6,34.6,42.8,29.7,55.3,0,0,0,,0,0,19.7,9.6,332.2,1021.3,36.8,9.9,133.7,11.4,5,10,2024-04-21T06:51:59,2024-04-21T20:21:56,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7513,KI69,KLUK,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/22/24,63.7,33,48.3,63.7,33,48.3,33,61.7,0,0,0,,0,0,18.3,8.3,235.8,1021.5,8.7,8.4,222.6,19.3,8,10,2024-04-22T06:50:37,2024-04-22T20:22:54,0.46,Clear,Clear conditions throughout the day.,clear-day,"F7513,KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/23/24,67.7,43.6,55.8,67.7,41.8,55.4,39.9,58,0.052,100,8.33,rain,0,0,33.2,20.4,218.9,1015.8,37.6,9.7,81.2,7.1,4,10,2024-04-23T06:49:17,2024-04-23T20:23:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/24/24,62.6,43.8,54.6,62.6,40.2,54.1,46,74.5,0.03,100,4.17,rain,0,0,21.9,13.9,348.3,1018.6,48,8.7,78.8,6.7,5,10,2024-04-24T06:47:57,2024-04-24T20:24:52,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/25/24,61.6,37.6,48.9,61.6,36.5,47.3,35.6,63.1,0,0,0,,0,0,16.1,13.1,53.5,1025.2,27.1,9.8,69.2,6,5,10,2024-04-25T06:46:38,2024-04-25T20:25:50,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/26/24,74.3,40,57.7,74.3,38.2,57.6,44.8,64.9,0,0,0,,0,0,25.4,15.9,154.9,1020.8,29.8,9.7,83.8,7.2,4,10,2024-04-26T06:45:20,2024-04-26T20:26:49,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/27/24,78.7,62.6,70.2,78.7,62.6,70.2,57.3,64.4,0,0,0,,0,0,37.8,21.3,197,1019.3,33.3,9.7,77.8,6.6,4,10,2024-04-27T06:44:03,2024-04-27T20:27:47,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/28/24,82.4,59.8,71.4,83.1,59.8,71.5,59.1,66.5,0,0,0,,0,0,29.1,17.5,206.4,1018.7,23,9.8,86,7.3,4,10,2024-04-28T06:42:48,2024-04-28T20:28:46,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/29/24,79.8,58.3,70.8,79.8,58.3,70.8,58.8,67.3,0,0,0,,0,0,30.2,17.1,204.6,1014.6,43.3,9.6,88.1,7.7,4,10,2024-04-29T06:41:33,2024-04-29T20:29:44,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,4/30/24,76.5,57.8,67.3,76.5,57.8,67.3,57.4,74,0.52,100,41.67,rain,0,0,18.3,9.2,305.8,1013.5,62.8,8.6,59.4,5,3,10,2024-04-30T06:40:20,2024-04-30T20:30:42,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/1/24,81.7,50.7,66.6,82.2,50.7,66.6,57.2,74.9,0,0,0,,0,0,19.4,11.9,232.2,1014.3,29,8.7,101.2,8.8,5,30,2024-05-01T06:39:07,2024-05-01T20:31:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/2/24,85.8,58.2,71.8,86.2,58.2,72,60.8,71.9,0,0,0,,0,0,18.3,12.3,193.8,1014.2,25,7.2,85.2,7.2,5,10,2024-05-02T06:37:56,2024-05-02T20:32:38,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/3/24,73.4,64.9,69,73.4,64.9,69,63.3,82.5,0.274,100,25,rain,0,0,20.8,7.9,220.4,1014,68.3,8.7,29,2.6,1,10,2024-05-03T06:36:46,2024-05-03T20:33:36,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/4/24,77.5,65,69.6,77.5,65,69.6,66.2,89.5,0.243,100,29.17,rain,0,0,20.8,10.5,281.6,1013.7,86.4,5.9,37.6,3.2,2,30,2024-05-04T06:35:38,2024-05-04T20:34:34,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/5/24,78.7,61.5,70.3,78.7,61.5,70.3,62.5,78.3,0,0,0,,0,0,11.4,11.2,257,1014.7,45.8,8.1,80.7,6.9,4,10,2024-05-05T06:34:30,2024-05-05T20:35:32,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/6/24,74.8,62.2,67.1,74.8,62.2,67.1,63.7,89.4,0.269,100,41.67,rain,0,0,19.7,6.5,67.8,1013,76.2,7.8,31.2,2.9,2,10,2024-05-06T06:33:24,2024-05-06T20:36:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/7/24,76.8,65.4,69.8,76.8,65.4,69.8,66.6,89.9,0.816,100,25,rain,0,0,38.6,17.1,175.2,1006.9,87.4,5.9,47.9,4.2,2,60,2024-05-07T06:32:19,2024-05-07T20:37:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/8/24,81.5,61.1,70.6,83.4,61.1,70.8,64.2,81.9,2.438,100,25,rain,0,0,30.9,15.8,193.2,1006.4,47.7,8.5,76,6.5,4,30,2024-05-08T06:31:16,2024-05-08T20:38:23,0.02,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/9/24,72.9,58.8,67.7,72.9,58.8,67.7,62.4,83.7,0.322,100,8.33,rain,0,0,34.8,20.1,238.3,1004.5,76.7,9.5,39.3,3.3,1,30,2024-05-09T06:30:14,2024-05-09T20:39:20,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/10/24,68.3,52.5,59.8,68.3,52.5,59.8,47.1,66.6,0.003,100,8.33,rain,0,0,26.9,15.6,352.8,1010.6,79,9.4,52.7,4.6,2,10,2024-05-10T06:29:13,2024-05-10T20:40:16,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/11/24,70.6,50.1,60.5,70.6,50.1,60.5,45.8,63.3,0.002,100,4.17,rain,0,0,32.2,20.2,283.7,1009.8,56.9,9.8,44.7,3.7,2,10,2024-05-11T06:28:14,2024-05-11T20:41:12,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/12/24,75.6,46.1,61.7,75.6,46.1,61.7,47.3,63.6,0,0,0,,0,0,11.4,6.8,238.3,1013.6,11.9,9.3,91.5,8,5,10,2024-05-12T06:27:16,2024-05-12T20:42:08,0.15,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/13/24,79.2,52.3,66.5,79.2,52.3,66.5,52.6,64.1,0,0,0,,0,0,23,15,190.9,1012.3,23.4,9.7,94.5,8.1,5,10,2024-05-13T06:26:20,2024-05-13T20:43:03,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/14/24,66.4,60.6,63.6,66.4,60.6,63.6,60.7,90.5,0.221,100,54.17,rain,0,0,22.9,13.9,128.7,1008.5,98.9,7.8,14.7,1.3,1,10,2024-05-14T06:25:26,2024-05-14T20:43:58,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/15/24,74,63.8,67.4,74,63.8,67.4,62.1,83.7,0.278,100,8.33,rain,0,0,20.8,12.6,29,1005.7,95.7,8.2,40.3,3.5,2,10,2024-05-15T06:24:33,2024-05-15T20:44:52,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/16/24,79.1,54.9,67.7,79.1,54.9,67.7,59,76,0,0,0,,0,0,10.3,7.6,256.4,1010.3,45.1,7.3,96.2,8.3,5,10,2024-05-16T06:23:41,2024-05-16T20:45:46,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/17/24,72.7,63.2,68,72.7,63.2,68,61.7,80.5,0.162,100,29.17,rain,0,0,12.8,8.3,209.3,1010.5,81.1,8,44.7,3.9,2,10,2024-05-17T06:22:51,2024-05-17T20:46:40,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/18/24,82.4,59.5,69.8,82.4,59.5,70,60.8,75.9,0,0,0,,0,0,6.9,6.7,39.2,1011.9,53.1,6.1,55,4.6,2,10,2024-05-18T06:22:03,2024-05-18T20:47:33,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/19/24,87.7,59.1,73,87.1,59.1,72.9,60.4,68.8,0,0,0,,0,0,8.1,3.5,8,1014.4,12.1,8.2,99.3,8.7,5,10,2024-05-19T06:21:16,2024-05-19T20:48:25,0.37,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/20/24,86.9,61.7,74,87.7,61.7,74.5,62.4,70.2,0,0,0,,0,0,11.4,7.5,207,1014.1,17.4,8.6,97.6,8.5,5,10,2024-05-20T06:20:31,2024-05-20T20:49:17,0.41,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/21/24,86.7,62.1,75.3,88.8,62.1,76.2,64,70.1,0.004,100,4.17,rain,0,0,20.9,12.7,200.8,1012.2,22.3,8.9,91.2,7.8,5,60,2024-05-21T06:19:48,2024-05-21T20:50:08,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/22/24,83.5,67.7,74.4,87.7,67.7,75.2,66.2,76.2,0.703,100,25,rain,0,0,24.2,16.1,198.4,1011.4,54.8,8.9,46.6,4,2,60,2024-05-22T06:19:07,2024-05-22T20:50:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/23/24,77.3,63,70.5,77.3,63,70.5,64.1,80.9,0.015,100,16.67,rain,0,0,25.3,13.3,189.9,1013.8,68.9,8.7,64.9,5.9,3,30,2024-05-23T06:18:27,2024-05-23T20:51:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/24/24,80.7,59.1,70.1,82.3,59.1,70.2,62.7,79.2,0.017,100,4.17,rain,0,0,18.3,10.1,190.9,1012.5,63.7,9,64.1,5.5,4,30,2024-05-24T06:17:49,2024-05-24T20:52:37,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/25/24,83.4,66,74.3,85.4,66,74.8,64.8,73.6,0.009,100,12.5,rain,0,0,19.7,10.3,249,1010.1,51.9,9.6,98.4,8.5,5,60,2024-05-25T06:17:12,2024-05-25T20:53:25,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/26/24,79.8,64.4,70.6,79.8,64.4,70.6,64.5,81.6,0.177,100,12.5,rain,0,0,36.4,21.8,182.9,1007.7,57.4,7.1,70.5,6.2,4,60,2024-05-26T06:16:38,2024-05-26T20:54:12,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/27/24,78.3,61.9,70.1,78.3,61.9,70.1,59.6,71,0.23,100,16.67,rain,0,0,32.1,20.2,238.5,1005.8,56.5,9.7,73.9,6.4,4,10,2024-05-27T06:16:05,2024-05-27T20:54:58,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/28/24,77.6,61.4,69.4,77.6,61.4,69.4,53.9,60.5,0,0,0,,0,0,27.7,18.2,262.9,1013.6,38.7,9.9,104.9,9.1,5,10,2024-05-28T06:15:34,2024-05-28T20:55:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/29/24,71.6,53.9,63,71.6,53.9,63,52.3,69.2,0.037,100,12.5,rain,0,0,26,14.9,316.5,1017.9,69.6,9.8,74.7,6.5,6,10,2024-05-29T06:15:05,2024-05-29T20:56:28,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/30/24,74.8,53.2,64.3,74.8,53.2,64.3,52.9,70.5,0.038,100,4.17,rain,0,0,9.2,5.9,52.1,1021.6,48.7,7.5,98.5,8.6,6,10,2024-05-30T06:14:38,2024-05-30T20:57:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,5/31/24,77.5,49,63.7,77.5,49,63.7,45.6,56.4,0,0,0,,0,0,19.7,8.6,114.7,1023.9,10.1,9.9,106.3,9.1,5,10,2024-05-31T06:14:13,2024-05-31T20:57:54,0.79,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,6/1/24,79.5,52.5,65,79.5,52.5,65,55,71.7,0.046,100,16.67,rain,0,0,27.5,14.9,176.1,1019.5,43.8,9.7,73.8,6.3,4,10,2024-06-01T06:13:49,2024-06-01T20:58:36,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
cincinnati,6/2/24,76.5,62.8,67.9,76.5,62.8,67.9,63.8,87.1,0.881,100,37.5,rain,0,0,21.9,11.2,184.3,1014.8,92.9,7.8,34.9,3,2,30,2024-06-02T06:13:27,2024-06-02T20:59:16,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
